Age,Gender,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Claim
30,F,6,0,0,1400,3,Road,5,No
69,F,19,0,3,1200,6,Garage,15,Yes
49,F,8,0,2,1400,6,Garage,18,Yes
69,M,48,0,0,1200,6,Garage,14,No
37,F,4,0,4,1200,6,Garage,7,No
18,M,1,0,2,1400,2,Road,1,Yes
38,M,14,0,1,1200,2,Garage,2,No
34,F,4,0,1,1200,2,Road,9,No
75,M,31,0,3,1200,6,Garage,6,No
28,F,3,0,4,1400,3,Garage,18,No
38,F,4,0,4,1600,6,Garage,2,No
32,M,6,0,4,1200,3,Garage,6,No
24,F,2,0,3,1800,4,Garage,7,Yes
67,F,29,0,2,1400,6,Garage,4,Yes
55,M,8,0,3,1200,4,Road,1,No
47,M,15,0,0,1400,6,Garage,2,No
23,M,6,0,2,1400,4,Garage,1,Yes
75,F,21,0,1,1800,7,Garage,1,Yes
27,M,7,0,2,1600,5,Garage,1,No
47,F,16,0,3,1200,2,Road,7,No
76,M,7,8,3,1200,3,Road,10,Yes
77,F,21,0,2,1200,6,Garage,11,Yes
66,M,25,0,4,1200,2,Garage,1,No
70,M,36,0,0,1600,3,Garage,14,No
36,F,15,0,3,1400,2,Garage,1,No
35,M,9,0,3,1600,3,Drive,4,No
45,F,27,0,1,1200,2,Garage,2,No
75,F,20,0,4,1800,7,Garage,12,Yes
26,M,3,0,3,1800,7,Garage,18,Yes
22,F,3,0,3,1200,5,Garage,3,No
73,M,39,0,2,1600,3,Garage,2,No
69,M,29,0,4,1400,3,Road,17,Yes
30,M,1,0,0,1200,2,Garage,4,No
67,F,50,0,1,1200,2,Drive,2,No
48,M,1,0,3,1400,6,Garage,7,No
58,M,20,0,0,1400,2,Road,13,Yes
79,M,33,0,4,1200,3,Drive,2,No
60,M,15,0,2,1200,2,Drive,16,No
57,F,34,0,2,1400,6,Road,15,Yes
20,M,3,8,1,1400,5,Garage,4,Yes
24,M,6,8,1,1200,3,Garage,1,Yes
28,M,11,0,3,1400,5,Garage,7,No
30,F,9,0,2,1200,2,Garage,2,No
55,M,16,0,3,1200,3,Garage,3,No
45,F,17,0,4,1600,5,Garage,2,No
36,F,12,0,2,1200,2,Road,1,No
44,F,5,8,3,1400,5,Garage,3,Yes
40,M,7,0,3,1400,4,Road,1,Yes
37,F,13,0,0,1600,3,Garage,4,No
28,F,6,8,1,1400,2,Garage,11,Yes
45,M,12,4,0,1600,5,Drive,2,Yes
27,F,5,0,2,1400,7,Garage,18,No
23,M,3,0,2,1200,5,Road,1,Yes
35,M,13,0,2,1200,4,Road,9,Yes
46,M,1,0,1,1200,6,Road,2,Yes
44,M,23,0,2,1400,4,Garage,12,No
62,F,41,8,1,1200,3,Road,7,Yes
53,F,32,0,1,1400,6,Garage,3,No
65,M,41,4,0,1200,5,Road,5,Yes
59,M,27,0,3,1600,5,Garage,1,No
61,F,34,0,2,1400,3,Garage,12,No
47,F,30,0,3,1400,4,Road,17,Yes
52,F,7,4,0,1200,4,Garage,8,Yes
76,F,35,0,1,1400,3,Road,3,Yes
78,F,43,0,0,1200,3,Road,1,Yes
71,F,19,0,3,1400,3,Garage,1,No
27,M,10,0,3,2000,8,Road,2,Yes
54,F,18,0,2,1400,4,Garage,12,No
34,M,9,0,3,1200,3,Garage,6,No
71,M,18,0,1,1200,2,Garage,8,No
49,M,28,0,3,1200,6,Road,5,Yes
44,M,13,4,3,1200,2,Garage,4,Yes
55,F,25,0,2,1200,2,Garage,4,No
22,M,5,0,4,1200,5,Garage,15,Yes
39,F,14,8,1,1200,2,Garage,1,Yes
28,M,3,0,1,1200,2,Garage,1,No
48,M,20,0,1,1200,4,Garage,2,No
66,F,22,0,3,1200,3,Garage,1,No
46,F,6,0,4,1200,2,Road,5,No
72,M,49,8,1,1800,5,Garage,12,Yes
18,F,1,0,3,1400,4,Drive,2,Yes
65,M,19,0,3,1400,3,Road,8,Yes
49,M,7,0,3,1200,6,Garage,2,No
73,F,33,0,2,1400,4,Garage,12,Yes
25,F,4,4,4,1400,6,Garage,3,Yes
34,F,16,0,3,1600,4,Drive,1,No
58,F,25,0,2,1400,6,Garage,5,No
28,M,5,0,3,1400,5,Road,1,Yes
18,M,1,4,0,1400,6,Garage,5,Yes
43,M,9,4,4,1400,6,Road,16,Yes
32,M,13,0,0,1400,4,Garage,1,No
66,M,7,0,1,1200,6,Garage,1,No
33,F,14,0,4,1200,6,Garage,3,No
28,F,1,0,1,1200,6,Garage,14,No
52,F,11,0,0,1600,6,Garage,1,No
19,F,1,4,0,1200,6,Road,13,Yes
80,F,48,0,0,1200,4,Garage,5,Yes
39,M,7,0,4,1400,6,Road,19,Yes
37,F,3,0,1,1600,3,Road,5,No
67,M,49,0,4,1400,4,Garage,5,No
37,F,2,0,3,1200,5,Road,2,No
63,M,2,0,3,1200,5,Garage,1,No
67,M,3,4,3,1800,3,Garage,1,Yes
34,M,12,0,1,1400,6,Garage,12,No
53,M,10,8,0,1400,4,Garage,8,Yes
62,F,40,0,4,1200,5,Garage,18,No
78,M,5,0,0,1800,7,Garage,7,Yes
21,M,1,8,3,1600,7,Road,14,Yes
73,F,25,0,3,1200,5,Road,15,Yes
54,M,18,0,4,1400,7,Garage,2,No
22,M,2,0,3,1600,5,Garage,14,Yes
78,M,26,0,2,1600,7,Drive,1,Yes
39,M,8,0,0,1800,3,Garage,10,Yes
30,F,6,0,1,1200,5,Garage,3,No
64,F,39,0,3,1400,2,Road,4,Yes
55,M,3,0,0,1200,5,Garage,8,No
19,F,2,0,1,1400,2,Garage,5,No
64,M,40,0,2,1400,7,Garage,3,No
44,F,9,0,0,1600,4,Garage,8,No
68,F,10,4,1,2400,6,Garage,4,Yes
67,F,15,4,3,1200,6,Garage,4,Yes
56,M,27,0,3,1200,6,Garage,12,No
36,M,18,0,4,1400,5,Road,3,Yes
75,M,34,0,1,1600,4,Garage,6,No
22,F,4,0,3,1200,5,Garage,4,No
21,F,4,0,4,1400,6,Road,1,Yes
48,F,7,0,1,1400,5,Road,11,Yes
44,F,24,0,1,1200,4,Garage,7,No
62,M,38,0,4,1200,4,Garage,4,No
69,F,4,0,1,1400,2,Road,3,Yes
24,F,3,0,4,1600,7,Garage,2,Yes
56,M,30,0,1,2000,4,Garage,1,Yes
68,F,18,0,1,1400,5,Road,10,Yes
60,M,3,0,2,1400,3,Road,1,Yes
20,F,2,0,4,1600,7,Drive,2,Yes
40,M,21,0,4,1600,3,Garage,3,No
70,F,7,0,0,1200,5,Garage,11,Yes
64,F,5,0,2,1800,7,Road,2,Yes
39,M,9,0,3,1400,3,Drive,2,No
34,M,12,0,0,1200,4,Garage,2,No
59,M,35,8,0,1200,6,Garage,4,Yes
58,M,32,0,4,1800,3,Garage,1,No
30,F,2,0,0,1200,6,Drive,1,No
44,F,12,0,4,1200,2,Garage,19,No
40,F,8,0,0,1200,4,Garage,1,No
60,M,35,0,0,2200,4,Garage,1,Yes
30,F,7,0,4,1200,3,Garage,7,No
34,M,6,0,1,1200,2,Garage,4,No
33,M,3,8,0,1200,4,Road,14,Yes
77,M,5,0,1,1400,3,Garage,6,No
68,F,9,0,2,1200,3,Drive,16,Yes
23,M,5,0,0,1400,5,Garage,4,Yes
48,M,19,0,1,1200,3,Drive,15,No
74,F,25,0,0,1400,5,Garage,3,Yes
19,M,1,4,1,1800,3,Drive,10,Yes
55,M,18,0,2,1400,5,Garage,8,No
78,F,36,0,2,1400,4,Garage,6,Yes
66,M,17,0,4,1200,5,Drive,4,Yes
37,F,5,0,2,1400,3,Garage,3,No
39,M,22,0,2,1600,4,Garage,18,No
55,M,26,0,0,1200,2,Garage,3,No
19,F,2,0,2,1200,6,Road,6,Yes
58,M,34,0,2,1400,2,Drive,6,No
62,F,41,8,2,1400,6,Garage,14,Yes
66,M,16,0,4,1400,3,Road,3,Yes
76,F,33,0,2,1200,5,Garage,10,Yes
78,M,6,0,2,1400,5,Road,3,Yes
33,M,14,0,4,1400,2,Road,2,No
71,M,26,0,1,1200,5,Garage,4,No
50,F,31,0,4,2200,6,Garage,3,No
67,M,13,0,3,1200,2,Road,3,No
48,M,3,0,1,1600,5,Garage,17,Yes
61,F,11,0,4,1200,4,Garage,5,No
60,F,13,0,1,1600,4,Garage,9,No
23,M,6,0,3,1400,6,Road,6,Yes
43,M,1,0,4,1200,5,Road,8,Yes
74,M,36,0,0,1200,3,Garage,1,No
62,F,31,0,1,1400,2,Garage,5,No
57,F,2,0,4,1200,2,Road,5,No
69,M,14,0,4,1200,6,Garage,19,No
72,F,39,0,1,1200,2,Garage,5,Yes
73,F,8,4,1,1200,5,Drive,6,Yes
46,F,19,0,3,1200,4,Garage,13,No
31,F,3,0,4,2200,4,Garage,13,Yes
34,F,10,0,0,1400,7,Drive,1,No
75,M,14,0,2,1200,5,Garage,14,No
75,M,39,0,4,1200,5,Road,1,Yes
61,M,29,0,0,1600,3,Road,1,Yes
66,F,13,0,1,1200,6,Garage,3,No
31,F,9,0,2,1200,6,Garage,3,No
44,M,20,8,3,1400,3,Drive,10,Yes
79,M,20,0,4,1600,3,Garage,1,No
37,F,11,0,0,1400,2,Garage,15,No
23,M,4,0,2,1200,6,Garage,7,Yes
36,M,16,0,4,1200,3,Garage,1,No
43,F,17,0,3,1200,2,Drive,1,No
43,M,6,0,1,1200,4,Garage,5,No
63,F,40,0,0,1400,3,Road,16,Yes
65,F,12,0,0,2200,7,Garage,17,Yes
42,M,25,0,0,1400,3,Drive,3,No
77,F,25,0,2,1400,5,Garage,16,Yes
29,F,3,0,2,1200,3,Garage,15,No
20,M,3,0,0,1400,2,Garage,5,Yes
80,M,45,0,3,1200,2,Garage,1,No
28,M,8,0,2,1400,4,Garage,18,No
51,F,8,8,0,1400,3,Garage,1,Yes
71,M,48,0,0,1600,4,Road,1,Yes
57,M,28,0,1,1200,6,Garage,1,No
76,M,30,8,0,1200,6,Garage,4,Yes
75,M,6,0,1,1400,5,Garage,8,No
48,M,14,0,1,1200,2,Garage,3,No
34,F,5,8,4,1200,5,Garage,2,Yes
79,F,45,0,1,2000,5,Garage,7,Yes
21,F,1,0,3,1800,4,Garage,4,Yes
33,F,14,0,0,1200,4,Drive,11,No
80,F,43,0,3,1200,2,Garage,1,Yes
48,M,9,8,1,1400,2,Garage,1,Yes
66,M,3,0,2,1400,6,Drive,18,Yes
29,F,1,0,4,1400,2,Road,2,No
75,F,36,0,2,1200,4,Garage,15,Yes
24,M,5,0,0,1400,2,Garage,11,Yes
71,M,23,0,0,1600,3,Garage,1,No
49,F,3,0,4,1200,4,Garage,5,No
21,F,4,8,2,1400,3,Drive,16,Yes
69,F,28,0,4,1200,6,Garage,11,Yes
30,F,1,0,3,1200,2,Garage,1,No
41,F,4,0,4,1400,4,Garage,16,No
24,F,7,0,2,1600,7,Garage,5,Yes
40,M,3,0,4,1200,3,Road,17,Yes
49,F,7,0,4,1400,3,Road,16,Yes
62,F,3,0,4,1800,3,Road,2,Yes
41,F,17,0,2,1400,5,Road,8,Yes
30,F,10,0,4,1400,6,Garage,7,No
60,M,14,0,2,1400,4,Garage,7,No
77,F,7,0,3,1200,6,Road,2,Yes
64,F,21,0,4,1400,2,Garage,12,Yes
50,F,32,0,3,1200,4,Road,18,Yes
46,F,1,0,4,1400,5,Garage,12,No
45,F,9,0,2,2000,7,Garage,6,Yes
41,M,19,0,0,1600,4,Garage,6,Yes
59,F,35,0,4,1400,4,Garage,8,No
56,M,38,0,3,1200,5,Road,7,Yes
37,M,9,0,0,1400,6,Garage,4,No
33,M,15,0,3,1400,3,Garage,12,No
70,M,39,4,0,1600,6,Garage,3,Yes
30,M,13,0,0,1400,4,Drive,8,No
42,M,12,0,4,1200,3,Garage,2,No
71,F,43,0,3,1200,4,Garage,7,Yes
56,F,25,0,2,1600,6,Road,9,Yes
29,M,1,0,0,1400,2,Garage,15,No
58,F,13,0,0,1200,4,Garage,3,No
66,F,43,0,4,1200,5,Garage,11,Yes
75,F,12,0,1,1800,3,Garage,1,Yes
21,M,3,0,4,1200,4,Garage,1,Yes
39,F,20,0,1,1400,4,Garage,2,No
23,F,2,0,0,1400,2,Garage,12,Yes
53,M,13,0,3,1400,3,Road,1,No
49,M,24,0,2,1200,5,Road,1,Yes
76,M,21,0,0,1400,5,Drive,1,Yes
77,F,34,0,3,1200,3,Garage,13,Yes
63,M,20,0,4,1400,7,Garage,8,No
47,M,12,0,2,1200,3,Garage,1,No
44,M,2,0,4,1200,6,Garage,2,No
57,F,5,0,3,1400,2,Road,5,No
34,F,8,0,0,1400,3,Garage,17,No
56,F,24,4,3,1600,3,Garage,1,Yes
53,M,35,8,3,1400,2,Garage,1,Yes
51,M,11,0,0,1200,6,Garage,15,No
19,F,1,4,0,1200,4,Drive,13,Yes
62,F,37,0,4,1400,4,Garage,10,Yes
73,F,32,0,4,1600,7,Garage,14,Yes
34,M,15,0,0,1200,3,Drive,8,No
46,M,17,0,2,1200,3,Garage,3,No
38,M,1,0,1,1400,4,Garage,3,No
38,M,10,0,1,1200,2,Garage,10,No
48,F,16,8,1,1400,3,Garage,9,Yes
36,M,1,0,1,1400,7,Road,3,Yes
49,M,4,0,0,1200,5,Garage,1,No
38,F,3,0,3,1800,6,Garage,2,No
66,F,16,8,1,1800,6,Garage,5,Yes
27,F,6,4,2,1400,3,Garage,14,Yes
42,F,18,0,4,1200,3,Road,1,No
71,F,14,0,2,1200,2,Garage,1,No
37,M,2,0,0,1800,4,Road,3,Yes
34,F,15,0,3,1400,6,Drive,2,No
50,M,17,0,0,1200,4,Garage,2,No
60,F,27,0,3,1200,3,Garage,4,No
29,F,3,0,2,1400,3,Garage,2,No
61,F,35,0,2,1400,7,Road,6,Yes
38,M,8,0,1,1200,3,Road,4,No
63,M,1,0,1,2000,7,Road,6,Yes
59,M,16,0,1,1200,6,Road,5,Yes
42,F,18,0,3,1200,5,Garage,10,No
53,F,11,0,1,1800,6,Road,3,Yes
55,F,34,0,4,1200,6,Garage,2,No
79,F,15,0,2,1200,3,Garage,7,Yes
22,M,2,0,2,1600,3,Drive,5,Yes
48,M,23,0,4,1600,4,Garage,5,No
80,M,46,0,4,1400,4,Garage,11,Yes
63,F,44,0,1,1600,4,Road,3,Yes
18,F,1,0,2,1200,2,Garage,11,No
76,M,23,0,4,1400,5,Garage,12,No
18,F,1,0,1,1200,4,Garage,5,No
69,F,37,4,4,1200,2,Drive,5,Yes
25,M,8,0,2,1400,3,Drive,1,No
50,M,29,0,3,1600,3,Garage,1,No
29,F,4,0,0,1200,2,Garage,5,No
28,M,11,0,0,1600,7,Garage,3,No
54,F,37,0,3,1200,3,Garage,16,No
53,F,29,0,3,1400,2,Garage,5,No
35,M,7,8,1,1200,6,Road,1,Yes
49,F,13,0,1,1200,4,Garage,9,No
56,M,11,8,0,1400,6,Garage,13,Yes
56,F,22,0,2,1800,7,Road,2,Yes
18,M,1,0,0,1400,2,Road,5,Yes
79,M,10,0,1,1600,6,Road,1,Yes
55,M,30,0,0,1400,7,Garage,6,No
61,F,17,0,0,1600,7,Drive,1,Yes
64,M,33,0,2,1800,7,Drive,1,Yes
32,F,1,0,4,1400,6,Garage,2,No
47,F,3,0,4,1400,5,Road,5,Yes
44,M,24,0,4,1400,3,Garage,1,No
19,M,1,0,3,1200,5,Garage,2,Yes
41,F,24,0,3,1200,2,Garage,8,No
36,F,11,0,0,1400,5,Garage,6,No
69,M,28,0,0,1600,7,Garage,3,No
30,M,4,0,2,1600,2,Garage,2,No
19,M,2,0,4,1200,6,Garage,13,Yes
37,F,9,0,3,1200,2,Garage,2,No
62,F,40,4,2,1200,6,Garage,8,Yes
40,M,23,4,4,1200,3,Road,6,Yes
59,F,12,0,4,1600,4,Garage,12,No
44,F,22,8,3,1200,4,Garage,19,Yes
20,M,1,0,4,1600,5,Drive,7,Yes
49,F,4,0,0,1600,3,Garage,13,No
62,F,30,0,3,1200,4,Road,1,Yes
57,M,16,0,4,1200,4,Garage,1,No
64,M,45,0,3,1600,6,Drive,5,Yes
73,M,20,0,3,1200,3,Garage,9,No
25,F,5,4,2,1800,4,Garage,7,Yes
71,F,15,0,1,1200,3,Garage,12,No
75,F,29,0,1,1200,5,Garage,5,Yes
25,M,6,0,0,1400,2,Garage,11,No
76,F,16,0,4,1200,2,Garage,1,Yes
60,F,33,0,3,1600,3,Garage,3,Yes
76,F,11,8,1,1200,5,Road,2,Yes
19,M,2,0,1,1400,5,Road,5,Yes
22,M,3,0,2,1200,4,Garage,1,No
39,F,14,0,0,1600,3,Garage,16,No
38,M,8,0,4,1200,5,Garage,14,No
19,M,2,0,1,1400,5,Garage,1,Yes
67,M,24,0,0,1200,6,Garage,19,Yes
73,M,12,4,3,1600,2,Drive,15,Yes
59,M,33,4,2,1400,4,Garage,5,Yes
61,M,34,0,3,1600,7,Garage,17,Yes
59,F,17,0,2,1200,6,Road,10,Yes
68,F,38,0,4,1200,2,Drive,7,No
73,F,3,0,4,1400,5,Garage,1,Yes
31,M,4,0,2,1600,5,Drive,2,No
80,F,7,0,0,1200,4,Garage,2,Yes
48,M,12,0,4,1200,6,Road,15,Yes
42,F,8,0,3,1200,2,Garage,10,No
68,M,40,0,1,1400,2,Garage,17,No
66,F,8,4,2,1200,2,Road,1,Yes
52,M,26,0,2,1400,3,Drive,5,No
47,M,14,0,3,1400,3,Road,9,Yes
61,F,36,0,4,1200,3,Garage,17,No
75,F,10,0,4,1200,4,Road,3,Yes
20,M,3,0,3,1600,7,Garage,6,Yes
61,F,27,0,0,1600,6,Garage,6,Yes
57,F,16,0,0,1400,5,Garage,3,No
70,M,26,8,2,1400,6,Garage,5,Yes
46,F,1,0,4,1200,5,Garage,8,No
64,F,16,0,0,1400,4,Garage,1,No
39,M,22,0,1,1400,2,Garage,6,No
48,F,16,0,1,1400,4,Road,1,Yes
25,F,2,0,4,1400,7,Garage,1,No
29,M,9,0,1,1400,5,Garage,1,No
44,F,27,0,0,1200,3,Garage,5,No
45,M,24,8,3,1600,7,Road,1,Yes
37,F,15,0,4,1400,3,Garage,12,No
75,F,24,0,4,1400,4,Garage,1,Yes
22,F,1,0,0,1600,5,Garage,8,Yes
35,M,1,0,2,1200,4,Garage,14,No
35,F,16,0,0,1200,4,Drive,1,No
80,M,43,0,1,1600,6,Garage,10,Yes
70,F,44,0,3,1600,5,Garage,1,Yes
51,M,5,0,1,1200,6,Garage,6,No
66,M,13,0,1,1200,4,Drive,9,No
35,M,13,0,1,1200,6,Road,4,Yes
73,M,54,0,0,1200,3,Road,12,Yes
34,F,11,0,0,1600,3,Garage,5,No
58,M,27,0,3,1200,2,Road,2,No
66,M,47,0,3,1200,4,Road,9,Yes
33,F,10,0,2,1600,3,Garage,1,No
48,M,13,0,4,1600,4,Garage,15,No
80,M,58,0,1,1200,6,Road,1,Yes
55,F,5,0,2,1400,4,Garage,1,No
24,M,7,0,2,1200,5,Garage,5,No
46,M,3,0,1,1200,2,Road,2,No
19,M,2,8,0,1600,7,Drive,19,Yes
44,F,11,0,0,1600,6,Garage,1,No
31,M,8,0,0,1600,5,Garage,11,No
55,M,16,0,3,1200,3,Garage,3,No
26,M,4,0,0,1600,6,Drive,8,No
53,F,13,0,2,1400,3,Road,10,Yes
26,F,3,0,0,1400,3,Road,11,No
35,F,9,0,4,1200,4,Garage,15,No
71,F,36,0,1,1400,5,Garage,2,Yes
61,M,39,0,4,1400,6,Garage,3,No
43,F,1,0,1,1200,2,Garage,18,No
22,F,2,4,0,1200,3,Garage,3,Yes
18,F,1,0,0,1200,6,Garage,11,Yes
65,M,12,0,0,1200,4,Garage,1,No
59,F,5,0,1,1200,3,Drive,3,No
33,M,2,4,0,1200,6,Garage,3,Yes
18,F,1,0,0,1600,6,Garage,10,Yes
32,M,4,0,2,1200,4,Garage,10,No
66,M,41,0,2,1400,5,Road,2,Yes
36,M,14,0,4,1400,5,Drive,1,No
48,M,7,0,4,1400,3,Garage,14,No
74,F,16,0,3,1200,4,Garage,4,Yes
50,M,8,0,1,1400,5,Garage,9,No
50,F,7,0,3,1200,6,Garage,2,No
70,F,12,0,3,1600,5,Garage,5,Yes
27,M,6,0,3,1200,5,Garage,18,No
19,M,1,0,0,1400,3,Garage,2,Yes
24,M,7,8,0,1200,4,Garage,1,Yes
21,F,3,0,3,1400,3,Garage,2,No
19,F,1,0,0,1600,7,Garage,1,Yes
48,F,24,0,0,1200,4,Garage,1,No
39,F,5,0,3,1200,3,Garage,3,No
30,M,7,0,4,1400,3,Garage,11,No
63,F,40,0,1,1400,6,Garage,1,No
77,M,3,0,3,1400,2,Garage,15,Yes
42,F,21,0,2,1200,6,Garage,2,No
20,M,1,0,1,1200,6,Drive,2,Yes
76,M,23,0,0,1200,4,Road,1,Yes
62,F,19,0,4,1600,5,Garage,3,Yes
66,M,33,0,4,1600,6,Garage,12,Yes
74,M,40,4,1,1200,5,Garage,1,Yes
41,M,17,0,2,1200,2,Drive,1,No
44,F,13,0,1,1600,5,Garage,15,No
25,M,6,4,1,1200,2,Garage,4,Yes
46,F,12,0,0,1400,4,Garage,6,No
18,F,1,0,1,1200,5,Drive,2,No
54,F,28,0,2,1600,3,Road,15,Yes
31,M,6,0,3,1200,6,Garage,11,No
73,F,40,0,4,1200,2,Garage,1,Yes
80,M,46,0,4,1400,6,Road,2,Yes
25,M,5,0,3,1400,6,Garage,2,No
24,M,6,0,4,1200,6,Garage,8,Yes
42,F,17,0,3,1800,6,Garage,2,No
53,F,13,0,0,1600,7,Garage,2,No
51,M,4,0,1,1400,3,Garage,19,No
71,M,1,0,3,1600,6,Garage,4,No
62,F,34,0,3,1200,4,Garage,4,No
48,F,21,0,1,1400,3,Garage,2,No
43,F,23,0,4,1200,3,Garage,1,No
62,F,41,0,3,1400,3,Garage,5,No
26,F,2,0,2,1200,2,Garage,12,No
39,M,13,0,3,1200,4,Garage,14,No
59,F,35,0,0,1200,3,Garage,1,No
63,M,29,0,3,1600,3,Garage,4,Yes
24,F,6,0,3,1400,6,Garage,3,Yes
62,F,22,0,4,1200,2,Garage,1,No
55,M,5,0,3,1600,5,Road,1,Yes
49,F,9,0,0,2000,4,Road,3,Yes
68,M,45,0,4,2400,5,Garage,2,Yes
22,F,4,0,0,1400,3,Garage,12,No
39,M,20,0,4,1600,5,Drive,4,No
76,F,23,0,3,1400,3,Road,19,Yes
19,M,1,0,0,1200,3,Garage,19,Yes
63,M,43,0,4,1200,6,Garage,6,No
49,M,31,0,2,1400,3,Garage,1,No
36,M,18,0,2,1200,4,Road,1,No
75,F,27,0,4,1400,4,Road,3,Yes
41,F,20,0,3,1400,5,Drive,1,No
72,M,10,0,3,1600,4,Garage,4,Yes
34,M,2,8,0,1200,2,Garage,2,Yes
60,M,38,0,3,1600,5,Road,7,Yes
52,M,7,0,0,1200,3,Garage,9,No
70,M,2,0,1,1200,2,Road,1,No
69,F,24,0,3,1200,2,Garage,6,No
24,F,1,4,1,1200,5,Garage,1,No
49,M,10,0,3,1400,3,Road,1,No
33,M,11,0,3,1600,6,Garage,2,No
80,F,33,0,4,1400,2,Garage,8,Yes
73,F,38,8,1,1200,5,Garage,11,Yes
64,M,38,0,0,1200,4,Garage,1,No
21,F,4,0,2,1600,5,Garage,11,Yes
57,M,5,0,1,1200,5,Garage,17,No
36,M,3,0,2,1400,7,Garage,6,No
31,M,12,0,3,1400,6,Garage,2,No
24,M,6,0,4,1200,6,Garage,1,Yes
19,F,2,0,3,1400,6,Garage,9,Yes
49,M,15,0,0,1400,4,Garage,5,No
54,F,4,0,3,1600,5,Road,4,Yes
50,M,17,8,3,1200,4,Garage,5,Yes
59,M,31,0,2,1200,2,Garage,8,No
36,M,18,0,4,1200,5,Road,20,Yes
55,F,1,0,1,1200,6,Garage,8,No
77,F,6,4,1,1200,6,Road,8,Yes
69,F,36,0,0,1200,6,Road,12,Yes
67,M,12,0,4,1400,2,Garage,1,No
61,F,25,0,3,1200,6,Garage,2,No
68,F,28,0,0,1400,6,Garage,8,Yes
70,M,4,0,4,1600,5,Road,16,Yes
78,M,12,0,4,1200,6,Garage,5,No
39,M,17,0,1,1600,6,Garage,2,No
49,F,5,0,1,1200,3,Garage,15,No
55,M,8,0,3,1400,4,Road,9,Yes
33,F,16,0,2,1200,5,Garage,18,No
19,F,2,0,4,1400,5,Garage,8,Yes
76,F,19,0,1,1400,7,Road,9,Yes
41,F,23,0,4,1200,2,Road,1,No
23,F,6,0,0,1400,5,Garage,5,Yes
64,F,44,0,4,1600,4,Garage,3,No
52,F,14,0,2,1400,6,Road,10,Yes
34,F,9,4,3,1200,6,Garage,1,Yes
40,M,13,0,1,1200,4,Garage,13,No
30,F,10,0,0,1200,2,Garage,1,No
51,F,1,0,2,1400,4,Garage,4,No
49,F,21,0,1,1200,3,Garage,9,No
19,F,1,0,0,1400,3,Garage,1,No
38,F,4,0,4,1400,4,Garage,2,No
20,F,3,4,4,1400,6,Drive,1,Yes
51,F,14,0,2,1200,4,Garage,4,No
18,F,1,0,4,1200,5,Garage,7,No
24,F,6,0,0,1600,6,Garage,13,Yes
77,M,39,0,1,1200,5,Road,8,Yes
50,M,30,0,0,1400,4,Road,15,Yes
44,F,17,0,4,1200,4,Garage,9,No
76,F,59,4,2,1600,4,Road,4,Yes
80,F,17,0,1,1400,6,Drive,4,Yes
67,F,50,0,4,1400,6,Garage,1,No
47,M,28,0,0,1400,4,Garage,6,No
19,M,2,0,2,1600,7,Road,1,Yes
75,M,58,0,1,1400,3,Drive,4,No
27,F,9,0,4,1400,6,Garage,3,No
18,M,1,0,4,1200,5,Garage,3,Yes
70,M,23,0,2,1400,2,Garage,2,No
31,M,6,0,3,1200,5,Garage,2,No
29,M,3,0,4,1400,3,Road,5,Yes
74,M,40,0,0,1200,3,Garage,1,No
28,M,1,0,4,1400,2,Garage,1,No
39,M,6,0,3,1200,4,Garage,4,No
59,F,9,0,3,1200,5,Garage,1,No
62,M,27,0,3,2000,7,Garage,9,Yes
27,M,1,0,4,1800,4,Garage,4,No
46,F,17,0,2,1600,4,Garage,2,No
45,F,15,0,4,1400,5,Drive,12,Yes
78,M,27,0,3,1200,2,Garage,3,No
55,M,28,0,2,1400,5,Garage,1,No
39,F,14,8,1,1200,6,Drive,1,Yes
51,F,34,0,1,1800,4,Drive,17,Yes
39,F,14,0,1,2800,7,Road,9,Yes
52,F,5,8,0,1400,6,Garage,6,Yes
60,M,17,0,3,1200,5,Garage,6,No
23,F,5,0,1,1400,6,Garage,4,Yes
53,M,33,0,0,1600,4,Garage,16,No
76,M,40,0,3,1400,3,Garage,5,No
50,F,10,0,3,1600,4,Garage,1,No
29,M,9,0,2,1200,4,Garage,1,No
44,F,14,4,2,1400,7,Garage,14,Yes
44,M,21,0,2,1200,5,Road,6,Yes
25,M,6,0,4,1400,3,Garage,11,No
68,M,43,0,4,1400,6,Garage,15,Yes
69,F,14,8,3,1400,4,Garage,1,Yes
78,F,30,0,0,1200,4,Garage,8,Yes
71,M,11,0,4,1200,3,Garage,4,No
57,M,2,0,1,1200,5,Garage,7,No
34,M,10,0,2,1400,6,Garage,16,Yes
57,F,30,0,4,1800,4,Garage,8,No
71,M,53,0,2,1200,5,Garage,16,No
50,F,15,0,1,1600,6,Garage,17,Yes
45,F,4,0,4,1400,3,Garage,11,No
52,M,1,0,4,1200,5,Garage,3,No
44,M,23,0,1,1400,4,Garage,1,No
63,M,24,0,2,1600,3,Garage,16,No
76,M,21,0,3,1400,3,Garage,13,No
44,M,25,0,3,2000,4,Garage,3,No
48,F,20,0,0,1400,5,Garage,10,No
41,F,20,0,1,1600,5,Garage,2,No
26,M,9,0,1,1200,3,Garage,7,No
21,F,1,0,4,1400,5,Garage,1,No
79,M,48,4,2,1600,2,Garage,2,Yes
33,F,7,0,2,1400,3,Drive,4,No
